evidence_id,glyph_id,recording,broadcast,source_video,ordinal,frame,time_s,source,provisional,reported_hamming,assigned_hamming,confidence,overlay_center_x,overlay_center_y,overlay_pitch,overlay_registration,overlay_deviation_px,assignment_basis,verification_status,difference_cells,image,observed_fingerprint,canonical_fingerprint,cell_provenance
e6c4-18-g001-f000744,120,E6C4-18,E6C4-18,E6C4-18.mp4,1,744,24.7897,ArchiveInvest manual,False,0,0,,237.4,278.5,38.55,subpixel-lattice-fit,1.0238,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g001_f000744.jpg,000100000100000000000010000000100000000010000000100000000000010000000000100001000,000100000100000000000010000000100000000010000000100000000000010000000000100001000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g002-f000745,121,E6C4-18,E6C4-18,E6C4-18.mp4,2,745,24.823,ArchiveInvest manual,False,0,0,,237.3,278.5,38.55,subpixel-lattice-fit,0.8474,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g002_f000745.jpg,000000000101000000010000001100110000000000000100001000000000000100000000000000000,000000000101000000010000001100110000000000000100001000000000000100000000000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g003-f000751,122,E6C4-18,E6C4-18,E6C4-18.mp4,3,751,25.023,ArchiveInvest manual,False,0,0,,237.6,278.3,38.4,subpixel-lattice-fit,1.1597,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g003_f000751.jpg,000000000000000000100010001000000000000000000000000000000000001001000010000000010,000000000000000000100010001000000000000000000000000000000000001001000010000000010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g004-f000757,123,E6C4-18,E6C4-18,E6C4-18.mp4,4,757,25.223,ArchiveInvest manual,False,0,0,,237.6,278.3,38.4,subpixel-lattice-fit,1.1247,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g004_f000757.jpg,000000000000000010000000000000000000000000000000000000010000000000000000100000000,000000000000000010000000000000000000000000000000000000010000000000000000100000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g005-f000763,124,E6C4-18,E6C4-18,E6C4-18.mp4,5,763,25.423,ArchiveInvest manual,False,0,0,,237.4,278.5,38.3,subpixel-lattice-fit,1.2639,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g005_f000763.jpg,000100000100000000000000000000100001000010000000000000010010000000000000010000000,000100000100000000000000000000100001000010000000000000010010000000000000010000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g006-f000768,124,E6C4-18,E6C4-18,E6C4-18.mp4,6,768,25.5897,ArchiveInvest manual,False,0,0,,237.4,278.6,38.3,subpixel-lattice-fit,1.3574,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g006_f000768.jpg,000100000100000000000000000000100001000010000000000000010010000000000000010000000,000100000100000000000000000000100001000010000000000000010010000000000000010000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g007-f000769,125,E6C4-18,E6C4-18,E6C4-18.mp4,7,769,25.623,ArchiveInvest manual,False,0,0,,237.4,278.6,38.3,subpixel-lattice-fit,1.1864,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g007_f000769.jpg,000001000000000010000000000000000000001010000000010000000010000100000000000000000,000001000000000010000000000000000000001010000000010000000010000100000000000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g008-f000775,126,E6C4-18,E6C4-18,E6C4-18.mp4,8,775,25.823,ArchiveInvest manual,False,0,0,,238.0,278.4,38.55,subpixel-lattice-fit,1.3363,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g008_f000775.jpg,000000000000000000000000000000000000001000000000100000000000000001000010001000100,000000000000000000000000000000000000001000000000100000000000000001000010001000100,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g009-f000781,112,E6C4-18,E6C4-18,E6C4-18.mp4,9,781,26.023,ArchiveInvest manual,False,0,0,,238.0,279.2,38.55,subpixel-lattice-fit,1.1026,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g009_f000781.jpg,000001000000000000000000000000001000000000000100000000000010000000000100000000000,000001000000000000000000000000001000000000000100000000000010000000000100000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g010-f000787,38,E6C4-18,E6C4-18,E6C4-18.mp4,10,787,26.223,ArchiveInvest manual,False,0,0,,237.8,278.4,38.55,subpixel-lattice-fit,1.1686,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g010_f000787.jpg,000000000000000000000000000000001000000010000000100001000000010001000000000000000,000000000000000000000000000000001000000010000000100001000000010001000000000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g011-f000793,39,E6C4-18,E6C4-18,E6C4-18.mp4,11,793,26.423,ArchiveInvest manual,False,0,0,,238.0,278.0,38.45,subpixel-lattice-fit,1.4294,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g011_f000793.jpg,000101000001000000010000000100000000000000100100000000000000000000000001000000001,000101000001000000010000000100000000000000100100000000000000000000000001000000001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g012-f000799,40,E6C4-18,E6C4-18,E6C4-18.mp4,12,799,26.623,ArchiveInvest manual,False,0,0,,238.0,278.0,38.45,subpixel-lattice-fit,1.4276,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g012_f000799.jpg,100000000000000001000000000000000000000001000100000000000000000010000000000001011,100000000000000001000000000000000000000001000100000000000000000010000000000001011,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g013-f000805,41,E6C4-18,E6C4-18,E6C4-18.mp4,13,805,26.823,ArchiveInvest manual,False,0,0,,238.0,278.1,38.55,subpixel-lattice-fit,1.4197,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g013_f000805.jpg,000101000010000010010000001000000000001010000100000000000000000000000010000100001,000101000010000010010000001000000000001010000100000000000000000000000010000100001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g014-f000811,42,E6C4-18,E6C4-18,E6C4-18.mp4,14,811,27.023,ArchiveInvest manual,False,0,0,,238.0,278.1,38.55,subpixel-lattice-fit,1.4215,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g014_f000811.jpg,000000000101000010000000000100010000000000000000000001100000000000000000000100010,000000000101000010000000000100010000000000000000000001100000000000000000000100010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g015-f000817,43,E6C4-18,E6C4-18,E6C4-18.mp4,15,817,27.223,ArchiveInvest manual,False,0,0,,237.2,279.3,38.4,subpixel-lattice-fit,1.138,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g015_f000817.jpg,100101000000000001100000011000100000001100000000010000000000011000000010000000011,100101000000000001100000011000100000001100000000010000000000011000000010000000011,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c4-18-g016-f000823,44,E6C4-18,E6C4-18,E6C4-18.mp4,16,823,27.423,ArchiveInvest manual,False,0,0,,236.8,277.7,37.8,subpixel-lattice-fit,1.416,matches corpus tag,matches repeated corpus observations,,evidence/e6c4-18/g016_f000823.jpg,010001000110000000000000000000000000000000000000011000000000000010000000000000010,010001000110000000000000000000000000000000000000011000000000000010000000000000010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
