glyph_id,recording,broadcast,cycle,track,ordinal,frame,time_s,source,provisional,hamming_distance,confidence,assignment_basis,verification_status,observed_fingerprint
52,E6C4-1H,E6C4-1H,E6C4,Side,24,978,32.5928,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
134,E6C4-2T,E6C4-2T,E6C4,Side,1,865,28.8174,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,110000000000000000000000001000000001000111000000000000100000000000000000000100000
128,E6C4-2T,E6C4-2T,E6C4,Side,2,866,28.8507,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,110000000101000000010000000000000000000000000000010000000010000001000000000000000
117,E6C4-2T,E6C4-2T,E6C4,Side,3,872,29.0507,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000011000000100000000100010000001010100000000000100000000010000100001000000
118,E6C4-2T,E6C4-2T,E6C4,Side,4,880,29.3173,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000000000000000000000101001000000000000000110000100000
119,E6C4-2T,E6C4-2T,E6C4,Side,5,884,29.4507,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000100000000010000110000001000000100000001000000000011000000100000001
120,E6C4-2T,E6C4-2T,E6C4,Side,6,890,29.6507,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000010000000100000000010000000100000000000010000000000100001000
121,E6C4-2T,E6C4-2T,E6C4,Side,7,896,29.8506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000000010000001100110000000000000100001000000000000100000000000000000
122,E6C4-2T,E6C4-2T,E6C4,Side,8,902,30.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
122,E6C4-2T,E6C4-2T,E6C4,Side,9,902,30.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
123,E6C4-2T,E6C4-2T,E6C4,Side,10,908,30.2506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-2T,E6C4-2T,E6C4,Side,11,914,30.4506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
126,E6C4-2T,E6C4-2T,E6C4,Side,12,926,30.8506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-2T,E6C4-2T,E6C4,Side,13,932,31.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-2T,E6C4-2T,E6C4,Side,14,938,31.2506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-2T,E6C4-2T,E6C4,Side,15,944,31.4506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000001000000010000000100000000000000100100000000000000000000000001000000001
40,E6C4-2T,E6C4-2T,E6C4,Side,16,950,31.6506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000001000000000000000000000001000100000000000000000010000000000001011
41,E6C4-2T,E6C4-2T,E6C4,Side,17,956,31.8506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-2T,E6C4-2T,E6C4,Side,18,962,32.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-2T,E6C4-2T,E6C4,Side,19,968,32.2506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-2T,E6C4-2T,E6C4,Side,20,974,32.4506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-2T,E6C4-2T,E6C4,Side,21,980,32.6506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-2T,E6C4-2T,E6C4,Side,22,986,32.8506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-2T,E6C4-2T,E6C4,Side,23,992,33.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-2T,E6C4-2T,E6C4,Side,24,998,33.2506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-2T,E6C4-2T,E6C4,Side,25,1004,33.4506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-2T,E6C4-2T,E6C4,Side,26,1010,33.6506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-2T,E6C4-2T,E6C4,Side,27,1017,33.8839,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-2T,E6C4-2T,E6C4,Side,28,1022,34.0506,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
117,E6C4-2T [local capture],E6C4-2T,E6C4,Side,1,884,29.4667,FFmpeg automatic extraction,True,2,0.1796,automatic nearest glyph,provisional automatic read,000000000011000000100000000000010000001010100000000000000000000010000100001000000
118,E6C4-2T [local capture],E6C4-2T,E6C4,Side,2,890,29.6667,FFmpeg automatic extraction,True,1,0.1936,automatic nearest glyph,provisional automatic read,000000000000000000000000000000000000000000000000101001000000000000000110000100000
119,E6C4-2T [local capture],E6C4-2T,E6C4,Side,3,896,29.8667,FFmpeg automatic extraction,True,3,0.2064,automatic nearest glyph,provisional automatic read,000000000001000100000000010000110000001000000000000001000000000011000000000000000
120,E6C4-2T [local capture],E6C4-2T,E6C4,Side,4,902,30.0667,FFmpeg automatic extraction,True,2,0.2131,automatic nearest glyph,provisional automatic read,000100000000000000000010000000100000000010000000100000000000010000000000000001000
121,E6C4-2T [local capture],E6C4-2T,E6C4,Side,5,908,30.2667,FFmpeg automatic extraction,True,1,0.1384,automatic nearest glyph,provisional automatic read,000000000101000000010000001100110000000000000100001000000000000000000000000000000
122,E6C4-2T [local capture],E6C4-2T,E6C4,Side,6,914,30.4667,FFmpeg automatic extraction,True,1,0.2231,automatic nearest glyph,provisional automatic read,000000000000000000100010001000000000000000000000000000000000001001000010000000000
123,E6C4-2T [local capture],E6C4-2T,E6C4,Side,7,920,30.6667,FFmpeg automatic extraction,True,0,0.2074,automatic nearest glyph,provisional automatic read,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-2T [local capture],E6C4-2T,E6C4,Side,8,926,30.8667,FFmpeg automatic extraction,True,2,0.1704,automatic nearest glyph,provisional automatic read,000100000000000000000000000000100001000010000000000000010010000000000000000000000
125,E6C4-2T [local capture],E6C4-2T,E6C4,Side,9,932,31.0667,FFmpeg automatic extraction,True,0,0.1971,automatic nearest glyph,provisional automatic read,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-2T [local capture],E6C4-2T,E6C4,Side,10,938,31.2667,FFmpeg automatic extraction,True,0,0.2066,automatic nearest glyph,provisional automatic read,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-2T [local capture],E6C4-2T,E6C4,Side,11,944,31.4667,FFmpeg automatic extraction,True,0,0.2026,automatic nearest glyph,provisional automatic read,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-2T [local capture],E6C4-2T,E6C4,Side,12,950,31.6667,FFmpeg automatic extraction,True,0,0.2115,automatic nearest glyph,provisional automatic read,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-2T [local capture],E6C4-2T,E6C4,Side,13,956,31.8667,FFmpeg automatic extraction,True,2,0.1985,automatic nearest glyph,provisional automatic read,000101000001000000010000000100000000000000100100000000000000000000000000000000000
131,E6C4-2T [local capture],E6C4-2T,E6C4,Side,14,962,32.0667,FFmpeg automatic extraction,True,2,0.1897,automatic nearest glyph,provisional automatic read,100000000000000000000000000000000000000001000100000000000000000010000000000001000
41,E6C4-2T [local capture],E6C4-2T,E6C4,Side,15,968,32.2667,FFmpeg automatic extraction,True,1,0.2003,automatic nearest glyph,provisional automatic read,000101000010000010010000001000000000001010000100000000000000000000000010000100000
42,E6C4-2T [local capture],E6C4-2T,E6C4,Side,16,974,32.4667,FFmpeg automatic extraction,True,1,0.179,automatic nearest glyph,provisional automatic read,000000000101000010000000000100010000000000000000000001100000000000000000000100000
43,E6C4-2T [local capture],E6C4-2T,E6C4,Side,17,980,32.6667,FFmpeg automatic extraction,True,2,0.1832,automatic nearest glyph,provisional automatic read,100101000000000000100000011000100000001100000000010000000000011000000010000000010
44,E6C4-2T [local capture],E6C4-2T,E6C4,Side,18,986,32.8667,FFmpeg automatic extraction,True,2,0.2072,automatic nearest glyph,provisional automatic read,010001000010000000000000000000000000000000000000011000000000000010000000000000000
45,E6C4-2T [local capture],E6C4-2T,E6C4,Side,19,992,33.0667,FFmpeg automatic extraction,True,2,0.2066,automatic nearest glyph,provisional automatic read,010000000000000100010000000100011001001001000000100000000000001000000000001000000
46,E6C4-2T [local capture],E6C4-2T,E6C4,Side,20,998,33.2667,FFmpeg automatic extraction,True,0,0.1694,automatic nearest glyph,provisional automatic read,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-2T [local capture],E6C4-2T,E6C4,Side,21,1004,33.4667,FFmpeg automatic extraction,True,1,0.1877,automatic nearest glyph,provisional automatic read,000001000011000010000000010100000000001100000000000000000010000000000001000000000
48,E6C4-2T [local capture],E6C4-2T,E6C4,Side,22,1010,33.6667,FFmpeg automatic extraction,True,0,0.2022,automatic nearest glyph,provisional automatic read,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-2T [local capture],E6C4-2T,E6C4,Side,23,1016,33.8667,FFmpeg automatic extraction,True,2,0.1675,automatic nearest glyph,provisional automatic read,001000000000000000100000011000101000000000000000000000100000000000000100000100000
50,E6C4-2T [local capture],E6C4-2T,E6C4,Side,24,1022,34.0667,FFmpeg automatic extraction,True,0,0.1903,automatic nearest glyph,provisional automatic read,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-2T [local capture],E6C4-2T,E6C4,Side,25,1028,34.2667,FFmpeg automatic extraction,True,0,0.1975,automatic nearest glyph,provisional automatic read,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-2T [local capture],E6C4-2T,E6C4,Side,26,1031,34.3667,FFmpeg automatic extraction,True,0,0.179,automatic nearest glyph,provisional automatic read,100000100001000000000000000000010000001000000000001000000000000100000000010100001
134,E6C4-30,E6C4-30,E6C4,Side,1,743,24.7629,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,110000000000000000000000001000000001000111000000000000100000000000000000000100000
128,E6C4-30,E6C4-30,E6C4,Side,2,749,24.9629,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,110000000101000000010000000000000000000000000000010000000010000001000000000000000
117,E6C4-30,E6C4-30,E6C4,Side,3,750,24.9962,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000011000000100000000100010000001010100000000000100000000010000100001000000
118,E6C4-30,E6C4-30,E6C4,Side,4,756,25.1962,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000000000000000000000101001000000000000000110000100000
118,E6C4-30,E6C4-30,E6C4,Side,5,756,25.1962,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000000000000000000000101001000000000000000110000100000
119,E6C4-30,E6C4-30,E6C4,Side,6,767,25.5628,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000100000000010000110000001000000100000001000000000011000000100000001
120,E6C4-30,E6C4-30,E6C4,Side,7,773,25.7628,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000010000000100000000010000000100000000000010000000000100001000
121,E6C4-30,E6C4-30,E6C4,Side,8,775,25.8295,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000000010000001100110000000000000100001000000000000100000000000000000
122,E6C4-30,E6C4-30,E6C4,Side,9,780,25.9962,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
123,E6C4-30,E6C4-30,E6C4,Side,10,786,26.1961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-30,E6C4-30,E6C4,Side,11,792,26.3961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
125,E6C4-30,E6C4-30,E6C4,Side,12,798,26.5961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-30,E6C4-30,E6C4,Side,13,804,26.7961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-30,E6C4-30,E6C4,Side,14,810,26.9961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-30,E6C4-30,E6C4,Side,15,816,27.1961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-30,E6C4-30,E6C4,Side,16,822,27.3961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000001000000010000000100000000000000100100000000000000000000000001000000001
40,E6C4-30,E6C4-30,E6C4,Side,17,828,27.5961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000001000000000000000000000001000100000000000000000010000000000001011
41,E6C4-30,E6C4-30,E6C4,Side,18,834,27.7961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-30,E6C4-30,E6C4,Side,19,840,27.9961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-30,E6C4-30,E6C4,Side,20,846,28.1961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-30,E6C4-30,E6C4,Side,21,852,28.3961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-30,E6C4-30,E6C4,Side,22,858,28.5961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-30,E6C4-30,E6C4,Side,23,864,28.7961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-30,E6C4-30,E6C4,Side,24,869,28.9628,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-30,E6C4-30,E6C4,Side,25,876,29.1961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-30,E6C4-30,E6C4,Side,26,882,29.3961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-30,E6C4-30,E6C4,Side,27,888,29.5961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-30,E6C4-30,E6C4,Side,28,894,29.7961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-30,E6C4-30,E6C4,Side,29,900,29.9961,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
67,E6C4-30 [local capture],E6C4-30,E6C4,Side,1,756,25.2,FFmpeg automatic extraction,True,3,0.2056,automatic nearest glyph,provisional automatic read,000000000000000000000000000000000000000000000000000000000000000000000100000000000
67,E6C4-30 [local capture],E6C4-30,E6C4,Side,2,762,25.4,FFmpeg automatic extraction,True,6,0.2225,automatic nearest glyph,provisional automatic read,000000000000000000000000010000110000001000000000000000000000000011000000000000000
120,E6C4-30 [local capture],E6C4-30,E6C4,Side,3,768,25.6,FFmpeg automatic extraction,True,3,0.2301,automatic nearest glyph,provisional automatic read,000100000000000000000010000000100000000000000000100000000000010000000000000001000
121,E6C4-30 [local capture],E6C4-30,E6C4,Side,4,774,25.8,FFmpeg automatic extraction,True,2,0.1612,automatic nearest glyph,provisional automatic read,000000000001000000010000001100110000000000000100000000000000000100000000000000000
122,E6C4-30 [local capture],E6C4-30,E6C4,Side,5,780,26.0,FFmpeg automatic extraction,True,2,0.2323,automatic nearest glyph,provisional automatic read,000000000000000000100010001000000000000000000000000000000000000001000010000000000
123,E6C4-30 [local capture],E6C4-30,E6C4,Side,6,786,26.2,FFmpeg automatic extraction,True,2,0.2009,automatic nearest glyph,provisional automatic read,000000000000000000000000000000000000000000000000000000010000000000000000000000000
124,E6C4-30 [local capture],E6C4-30,E6C4,Side,7,792,26.4,FFmpeg automatic extraction,True,3,0.182,automatic nearest glyph,provisional automatic read,000100000000000000000000000000100001000010000000000000010000000000000000000000000
125,E6C4-30 [local capture],E6C4-30,E6C4,Side,8,798,26.6,FFmpeg automatic extraction,True,1,0.1985,automatic nearest glyph,provisional automatic read,000001000000000010000000000000000000001010000000010000000010000000000000000000000
126,E6C4-30 [local capture],E6C4-30,E6C4,Side,9,804,26.8,FFmpeg automatic extraction,True,0,0.2131,automatic nearest glyph,provisional automatic read,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-30 [local capture],E6C4-30,E6C4,Side,10,810,27.0,FFmpeg automatic extraction,True,0,0.2042,automatic nearest glyph,provisional automatic read,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-30 [local capture],E6C4-30,E6C4,Side,11,816,27.2,FFmpeg automatic extraction,True,0,0.2127,automatic nearest glyph,provisional automatic read,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-30 [local capture],E6C4-30,E6C4,Side,12,822,27.4,FFmpeg automatic extraction,True,2,0.1946,automatic nearest glyph,provisional automatic read,000101000001000000010000000100000000000000100100000000000000000000000000000000000
40,E6C4-30 [local capture],E6C4-30,E6C4,Side,13,828,27.6,FFmpeg automatic extraction,True,2,0.1832,automatic nearest glyph,provisional automatic read,100000000000000001000000000000000000000001000100000000000000000010000000000001000
41,E6C4-30 [local capture],E6C4-30,E6C4,Side,14,834,27.8,FFmpeg automatic extraction,True,1,0.1936,automatic nearest glyph,provisional automatic read,000101000010000010010000001000000000001010000100000000000000000000000010000100000
42,E6C4-30 [local capture],E6C4-30,E6C4,Side,15,840,28.0,FFmpeg automatic extraction,True,1,0.1696,automatic nearest glyph,provisional automatic read,000000000101000010000000000100010000000000000000000001100000000000000000000100000
43,E6C4-30 [local capture],E6C4-30,E6C4,Side,16,846,28.2,FFmpeg automatic extraction,True,3,0.173,automatic nearest glyph,provisional automatic read,100101000000000000100000011000100000001100000000010000000000011000000010000000000
44,E6C4-30 [local capture],E6C4-30,E6C4,Side,17,852,28.4,FFmpeg automatic extraction,True,2,0.1899,automatic nearest glyph,provisional automatic read,000001000110000000000000000000000000000000000000011000000000000010000000000000000
45,E6C4-30 [local capture],E6C4-30,E6C4,Side,18,858,28.6,FFmpeg automatic extraction,True,2,0.192,automatic nearest glyph,provisional automatic read,010000000000000100010000000100011001001001000000100000000000001000000000001000000
46,E6C4-30 [local capture],E6C4-30,E6C4,Side,19,864,28.8,FFmpeg automatic extraction,True,1,0.1627,automatic nearest glyph,provisional automatic read,000000101100000110000000000000000000000100000000100001000000011000000000000000000
47,E6C4-30 [local capture],E6C4-30,E6C4,Side,20,870,29.0,FFmpeg automatic extraction,True,1,0.1942,automatic nearest glyph,provisional automatic read,000001000011000010000000010100000000001100000000000000000010000000000000000000001
48,E6C4-30 [local capture],E6C4-30,E6C4,Side,21,876,29.2,FFmpeg automatic extraction,True,0,0.1806,automatic nearest glyph,provisional automatic read,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-30 [local capture],E6C4-30,E6C4,Side,22,882,29.4,FFmpeg automatic extraction,True,2,0.1804,automatic nearest glyph,provisional automatic read,001000000000000000100000011000101000000000000000000000100000000000000100000100000
50,E6C4-30 [local capture],E6C4-30,E6C4,Side,23,888,29.6,FFmpeg automatic extraction,True,0,0.1989,automatic nearest glyph,provisional automatic read,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-30 [local capture],E6C4-30,E6C4,Side,24,894,29.8,FFmpeg automatic extraction,True,0,0.191,automatic nearest glyph,provisional automatic read,000000000001000000010000000000000000000100000000000000000000000001000000000001000
133,E6C4-30 [local capture],E6C4-30,E6C4,Side,25,897,29.9,FFmpeg automatic extraction,True,1,0.1716,automatic nearest glyph,provisional automatic read,100000100001000000000000000000010000001000000000001000000000000000000000010100000
125,E6C4-35,E6C4-35,E6C4,Bridge,1,57,1.9039,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-35,E6C4-35,E6C4,Bridge,2,58,1.9373,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-35,E6C4-35,E6C4,Bridge,3,69,2.3038,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-35,E6C4-35,E6C4,Bridge,4,69,2.3038,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-35,E6C4-35,E6C4,Bridge,5,75,2.5038,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000001000000010000000100000000000000100100000000000000000000000001000000001
40,E6C4-35,E6C4-35,E6C4,Bridge,6,81,2.7037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000001000000000000000000000001000100000000000000000010000000000001011
41,E6C4-35,E6C4-35,E6C4,Bridge,7,88,2.9371,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-35,E6C4-35,E6C4,Bridge,8,94,3.1371,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-35,E6C4-35,E6C4,Bridge,9,102,3.4037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-35,E6C4-35,E6C4,Bridge,10,105,3.5037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-35,E6C4-35,E6C4,Bridge,11,112,3.737,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-35,E6C4-35,E6C4,Bridge,12,118,3.937,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-35,E6C4-35,E6C4,Bridge,13,123,4.1037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-35,E6C4-35,E6C4,Bridge,14,129,4.3037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-35,E6C4-35,E6C4,Bridge,15,135,4.5037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-35,E6C4-35,E6C4,Bridge,16,141,4.7037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-35,E6C4-35,E6C4,Bridge,17,148,4.937,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-35,E6C4-35,E6C4,Bridge,18,154,5.137,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
53,E6C4-35,E6C4-35,E6C4,Bridge,19,159,5.3037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000001000000100000010100000000000000000000000000100000000001000000000000000
54,E6C4-35,E6C4-35,E6C4,Bridge,20,165,5.5037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000010000000000000010000100000001000000000100000010000000000000010001000111
55,E6C4-35,E6C4-35,E6C4,Bridge,21,171,5.7037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000001100010000000000000000000000000000000000000000011000100
56,E6C4-35,E6C4-35,E6C4,Bridge,22,179,5.9703,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000100000000001100000001000000000000100000000000000100000000010000000001000000
58,E6C4-35,E6C4-35,E6C4,Bridge,23,190,6.337,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001001000000000001000000000000110000000000000100010000000000000000000000000000011
59,E6C4-35,E6C4-35,E6C4,Bridge,24,196,6.537,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000001000010000000001000000000000000100000000000000000000000000000000000000
60,E6C4-35,E6C4-35,E6C4,Bridge,25,201,6.7037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000100110000000000000000010000100000010000000000000001010
61,E6C4-35,E6C4-35,E6C4,Bridge,26,207,6.9037,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100100000000000000000000000101000000010000000000000000010000100000000001000100
62,E6C4-35,E6C4-35,E6C4,Bridge,27,214,7.137,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100101000000000010010000000001000001010100100100000000000010000000000000000010
63,E6C4-35,E6C4-35,E6C4,Bridge,28,219,7.3036,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000010000000010010001000010000000001000000010000000000000000000000110000001
64,E6C4-35,E6C4-35,E6C4,Bridge,29,225,7.5036,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000100000000000000000000100100000000000100000000000000010010000000101010000100
