recording,ordinal,frame,source_video,source_sha256,method,review_status,overlay_enabled,corpus_fingerprint,detected_fingerprint,hamming_to_corpus,detector_separation,comparison,center_x,center_y,pitch_x,pitch_y,fit_score_x,fit_score_y
E6C4-16,13,556,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000000000001000000000100000000000000001000010001000100,111101111000000000000000000000000000000001000000000000000000000000000000000000100,14,0.182,disagreement,233.0,230.0,47.0,47.0,30.9085,29.4371
E6C4-16,14,562,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000000001000000000000100000000000010000000000100000000000,111101111000000000000000000000000000000001000000010000000000001000000010001000000,16,0.1887,disagreement,234.0,229.0,48.0,48.0,31.4333,28.1987
E6C4-16,15,568,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000001000000010000000100001000000010001000000000000000,010101110010000000010000010000000000000101000000000000010000010000000000000000001,17,0.1712,disagreement,236.0,217.0,47.0,24.5,30.8602,29.4538
E6C4-16,16,574,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000101000001000000010000000100000000000000100100000000000000000000000001000000001,000000000111000111100000000000000000000000000000000000000000000100000000000000000,15,0.203,disagreement,234.0,171.0,49.5,49.5,30.6829,29.1123
E6C4-16,17,575,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,100000000000000001000000000000000000000001000100000000000000000010000000000001011,111101111100000000000000001000000000000000000000001000100000000000000000010000000,19,0.1564,disagreement,232.0,228.0,49.0,49.5,28.9412,29.1506
E6C4-16,18,581,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000101000010000010010000001000000000001010000100000000000000000000000010000100001,000100101000000000010010000000100000000000000100010001000000001011000111000000000,19,0.2129,disagreement,234.0,354.0,51.0,20.5,27.055,27.7412
E6C4-16,19,592,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000000101000010000000000100010000000000000000000001100000000000000000000100010,000000001000000001000000000000000000000000100000011001000000000000000111000000000,16,0.191,disagreement,142.0,226.0,26.5,52.0,28.9298,27.8185
E6C4-16,20,593,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,100101000000000001100000011000100000001100000000010000000000011000000010000000011,000000001000000001000000000000000000000000100000011001000000000010000111000000000,20,0.193,disagreement,142.0,226.0,26.5,52.0,30.0235,28.3265
E6C4-16,21,604,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,010001000110000000000000000000000000000000000000011000000000000010000000000000010,000000000000000100010000000100011001001001000000100000000000001000000000000000000,18,0.1759,disagreement,233.0,278.0,53.5,53.5,27.775,28.5817
E6C4-16,22,605,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,010000000000000100010000000100011001001001000000100000000000001000000000001000011,000000000000000100010000000000011001001001000000110000000000001000000000000000000,6,0.1765,disagreement,233.0,278.0,53.5,53.5,29.7806,29.1417
E6C4-16,23,611,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000101100000110000000000000000000000100000000100001000000011000000000000000010,000000101100000111000000001000000001000100000000100001000000011000000000000000000,4,0.2009,disagreement,234.0,278.0,52.5,53.5,28.1169,27.7042
E6C4-16,24,617,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000001000011000010000000010100000000001100000000000000000010000000000001000000001,000101101000000110010000011000000001000000000000100000000000000000000000000000001,15,0.1641,disagreement,234.0,223.0,52.5,54.5,28.9804,27.605
E6C4-16,25,623,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,011000000000000000000010000000101000001010000000000000000000001010000000000000000,001000000000000000000010000000101000001010000000000000000000001010000000000000000,1,0.2018,near support,232.0,277.0,56.5,55.5,29.8048,30.8931
E6C4-16,26,629,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,001000000000000000100000011000101000000000000000000000100000000100000101000100000,000000000000000000000000000000001000000000100000000000000000000000000001000000000,10,0.2647,disagreement,119.0,279.0,56.5,56.5,41.2971,42.1379
E6C4-16,27,636,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000001100000010000000000100010000000000000000000000000000000000000000000000000,000000000000000100000000000000000000000000000000000000000000000000000000000000000,6,0.2451,disagreement,345.0,279.0,56.5,56.5,29.9846,34.5727
E6C4-16,28,641,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000000000001000000010000000000000000000100000000000000000000000001000000000001000,000000000001000000010000000000000000000100000000000000000000000001000000000000000,1,0.1869,near support,231.0,278.0,57.5,58.5,28.5725,33.5425
E6C4-16,29,647,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,100000100001000000000000000000010000001000000000001000000000000100000000010100001,000000001000000000000000000000000000000010000000000000000000000000000000000000000,12,0.2726,disagreement,113.0,278.0,59.5,58.5,27.736,30.1956
E6C4-16,30,653,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,001000000001000000100000010100000000000000000000000000100000000001000000000000000,000000000000000000000000000000000000000000000000000000000010000000000000000000000,8,0.3066,disagreement,113.0,337.0,59.5,59.5,29.9446,32.8456
E6C4-16,31,708,E6C4-16.mp4,89cbadc01206d71a83e5cb15854f5206d179c323afb374980e7293a9a027c33b,independent-grid-line-plus-ring-read-v1,pending,False,000001000010000000000000010000100000001000000000100000010000000000000010001000111,000000000100000000000000000000000000000000000000000000100000000000000000000000000,14,0.2264,disagreement,291.0,277.0,60.5,60.5,25.4588,33.911
E6C4-17,1,856,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000000000000100001000010000000000000010010000000000000010000000,111101111111000111110010011100111001001111100100111001110000011111000001110000011,40,0.3648,disagreement,239.0,147.0,19.5,42.5,20.0604,23.6954
E6C4-17,2,856,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000000000000100001000010000000000000010010000000000000010000000,111101111111000111110010011100111001001111100100111001110000011111000001110000011,40,0.3648,disagreement,239.0,147.0,19.5,42.5,20.0604,23.6954
E6C4-17,3,862,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000010000000000000000000001010000000010000000010000100000000000000000,111101111111000111110010011100111001001111100100111001100000011111000011101100011,42,0.3416,disagreement,259.0,139.0,22.5,44.0,19.9565,21.3948
E6C4-17,4,863,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000000000001000000000100000000000000001000010001000100,111101111111000111000000000000000000000000000100100000000000000100000000110000010,24,0.1737,disagreement,242.0,242.0,23.0,23.0,21.4594,22.7838
E6C4-17,5,874,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000000001000000000000100000000000010000000000100000000000,000000001000000001100000000000000001001100000000000001000000001000000011000000001,16,0.0898,disagreement,263.0,282.0,27.0,27.0,25.2704,32.2923
E6C4-17,6,881,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000001000000010000000100001000000010001000000000000000,111101111000000001000000001000000001000000000000100001000000001000000000010000001,18,0.1973,disagreement,265.0,257.0,29.0,29.0,26.5281,32.2829
E6C4-17,7,887,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000001000001000000010000100100000000000000100100000000000000000000000001000000001,111101111000000000000000000000000000000000000000000000100000000000000001000000001,14,0.2335,disagreement,239.0,252.0,30.5,30.5,25.1873,25.5608
E6C4-17,8,893,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,100000000000000000000000000000000000000001000100000000000000000010000000000001011,100000000101000000110000000100000000000001100100001000110000000001000000101000000,16,0.1871,disagreement,205.0,281.0,25.0,33.5,28.254,30.1292
E6C4-17,9,899,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000001000010000000010000000000000000001010000100000000000000000000000010000100001,000001000010000010010000010000000000001010000100000000000000000000000010000100001,2,0.0812,near support,243.0,281.0,35.5,35.5,27.3765,32.9835
E6C4-17,10,905,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000000101000010000000000100010000000000000000000001100000000000000000000100010,100000011000000011000000011000000001001000100000000001000000011010000011111100111,24,0.1614,disagreement,311.0,318.0,37.5,37.5,30.505,36.5548
E6C4-17,11,911,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,100101000000000001100000011000100000001100000000010000000000011000000010000000011,000000000000000000000000000000100000000010000000000001000000011000000010100101001,16,0.1452,disagreement,238.0,319.0,38.5,39.5,32.986,33.1644
E6C4-17,12,917,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,010001000110000000000000000000000000000000000000011000000000000010000000000000010,100001000010000000100000000000000000000000000000011000000000000010000000000000000,5,0.0837,disagreement,236.0,280.0,42.5,41.5,36.0942,37.404
E6C4-17,13,918,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,010000000000000100010000000100011001001001000000100000000000001000000000001000011,000000000000000100010000000100011000001001000000100000000000001000000000001000000,4,0.0938,disagreement,236.0,280.0,42.5,42.0,40.5215,33.5358
E6C4-17,14,924,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000101100000110000000000000000000000100000000100001000000011000000000000000010,100000000100000000000000000100110001000000000000000000000000000000000000000000000,15,0.1908,disagreement,235.0,368.0,44.5,44.5,31.0887,40.4825
E6C4-17,15,930,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000001000011000010000000010100000000001100000000000000000010000000000001000000001,111101111000000001110000000000000001000000000000000001000000001000000001000000000,22,0.1187,disagreement,281.0,241.0,46.5,46.5,33.59,34.0527
E6C4-17,16,936,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,011000000000000000000010000000101000001010000000000000000000001010000000000000000,010000010010000110000000000000010001000000000000000000010000010001000000010101100,21,0.1468,disagreement,132.0,327.0,19.5,48.0,29.2271,34.879
E6C4-17,17,942,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,001000000000000000100000011000101000000000000000000000100000000100000101000100000,000000000100000011000010000000010000000110000100000001110000011000000000000000000,22,0.1576,disagreement,232.0,328.0,50.0,50.0,29.8275,41.1577
E6C4-17,18,948,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000001100000010000000000100010000000000000000000000000000000000000000000000000,100000000100000100000000000000000000000000000100000001000000000000000000000000000,8,0.2569,disagreement,240.0,383.0,42.5,52.5,29.639,34.8338
E6C4-17,19,954,E6C4-17.mp4,9e0ebfe7da54d1c29877fab85d4996c6501bada2c384b0bab20039059e91e26d,independent-grid-line-plus-ring-read-v1,pending,False,000000000001000000010000000000000000000100000000000000000000000001000000000001000,100001100001000100000000000000000000000000100000000000100000000000000000000000000,10,0.2649,disagreement,342.0,342.0,54.0,54.0,33.2729,39.4827
E6C4-18,1,744,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000010000000100000000010000000100000000000010000000000100001000,100100011101000000110010000100000000000000100100000000110000000100000000110101100,19,0.1405,disagreement,203.0,317.0,38.5,38.5,31.1135,43.7635
E6C4-18,2,745,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000101000000010000001100110000000000000100001000000000000100000000000000000,100100001101000000110010000100000000000000100100000000110000000100000000110101110,18,0.1303,disagreement,203.0,317.0,38.5,38.5,33.8154,46.1779
E6C4-18,3,751,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000100010001000000000000000000000000000000000001001000010000000010,000000001000000011000000001000100001000100000000000001010000001000000001001100011,16,0.1089,disagreement,275.0,318.0,39.5,39.5,29.9285,36.9342
E6C4-18,4,757,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000010000000000000000000000000000000000000010000000000000000100000000,100000001100000001100000000100000000000000000100000001100000001100000000000000000,14,0.1309,disagreement,202.0,319.0,40.5,40.0,29.7921,34.2944
E6C4-18,5,763,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000000000000100001000010000000000000010010000000000000010000000,000000100000000001000010001000111000000111000000010001000000001011000100000000000,20,0.0656,disagreement,234.0,319.0,40.5,41.0,26.6981,27.2287
E6C4-18,6,768,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000000000000100001000010000000000000010010000000000000010000000,000000000001000000100000000100000000000101100100001000100000000111000100110000000,21,0.1623,disagreement,182.0,279.0,21.0,41.5,31.1292,31.8277
E6C4-18,7,769,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000010000000000000000000001010000000010000000010000100000000000000000,000001000000000010000000000000000000001010000000010000000010000000000000000000000,1,0.0763,near support,235.0,279.0,42.0,41.5,32.9504,28.6725
E6C4-18,8,775,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000000000001000000000100000000000000001000010001000100,000000001000000001000000001000000001000000000000000001000000001010000101010001001,18,0.168,disagreement,278.0,285.0,42.5,42.5,34.0996,36.234
E6C4-18,9,781,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000000001000000000000100000000000010000000000100000000000,000001000000000000010010001000111001000000000100011000100010001000000100000000000,10,0.0715,disagreement,234.0,278.0,43.5,43.5,29.0294,32.7904
E6C4-18,10,787,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000001000000010000000100001000000010001000000000000000,011000010000000010000000000000010000000100000000000000000000010000000000000000000,11,0.1305,disagreement,243.0,322.0,44.5,44.0,28.7929,33.8746
E6C4-18,11,793,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000101000001000000010000000100000000000000100100000000000000000000000001000000001,011100000110000000110000010100001001000001000100000000100000000101000000100000000,18,0.1732,disagreement,170.0,323.0,27.0,45.0,26.5296,36.7177
E6C4-18,12,799,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,100000000000000001000000000000000000000001000100000000000000000010000000000001011,100000000000000001000000000000010000000011000100010000000000001010000000000000000,7,0.1012,disagreement,234.0,286.0,46.0,46.0,36.8858,35.9088
E6C4-18,13,805,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000101000010000010010000001000000000001010000100000000000000000000000010000100001,010000101000000100000010000100010000000000000000000000000000000000000000000000000,19,0.2144,disagreement,233.0,379.0,46.5,46.0,26.0279,34.4613
E6C4-18,14,811,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000101000010000000000100010000000000000000000001100000000000000000000100010,001000010000000001100010000000010000000010000100000001000000001000000010000000000,16,0.1372,disagreement,234.0,325.0,47.5,47.5,27.0048,34.8881
E6C4-18,15,817,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,100101000000000001100000011000100000001100000000010000000000011000000010000000011,011000000010000110000000000000011000000000000000000000010000010000000000010000100,25,0.1741,disagreement,132.0,326.0,19.5,48.5,27.6523,32.8465
E6C4-18,16,823,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,010001000110000000000000000000000000000000000000011000000000000010000000000000010,000001000010000000000010000000000000000000000000011000000010000010000000000000000,5,0.1236,disagreement,234.0,286.0,49.5,49.5,30.3271,33.7863
E6C4-18,17,829,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,010000000000000100010000000100011001001001000000100000000000001000000000001000011,000000100010000001100010001000011000000110000000000001000000001000000000000000000,20,0.1655,disagreement,232.0,327.0,50.0,50.0,28.0469,48.2762
E6C4-18,18,835,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000101100000110000000000000000000000100000000100001000000011000000000000000010,000001110000000110000000010000000000001100000000100001000000010000000000000000000,8,0.2107,disagreement,292.0,328.0,38.5,51.0,29.8085,43.499
E6C4-18,19,842,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000001000011000010000000010100000000001100000000000000000010000000000001000000001,000001000011000011000000011100000000001100000000000000000010000000000000000000000,4,0.1928,disagreement,236.0,286.0,50.0,52.0,27.9023,38.1492
E6C4-18,20,847,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,011000000000000000000010000000101000001010000000000000000000001010000000000000000,011000000000000010000010010000101000001010000000000000000000011010000010000000000,4,0.1604,disagreement,243.0,287.0,52.5,53.0,27.1996,35.4692
E6C4-18,21,853,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,001000000000000000100000011000101000000000000000000000100000000100000101000100000,001000000000000000100000011000101000000000000000010000110000000011000101000000000,6,0.1561,disagreement,234.0,287.0,54.0,54.0,42.0825,39.8533
E6C4-18,22,859,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000001100000010000000000100010000000000000000000000000000000000000000000000000,000001000001000000000000000000000000000000000000000000000000000000000000000000000,7,0.248,disagreement,342.0,331.0,54.0,54.5,30.7727,39.9942
E6C4-18,23,865,E6C4-18.mp4,dd8b5ba831a3a51b4852eb2f5fc35111c356aba4b6b31dbe62b384a4cdf64bc8,independent-grid-line-plus-ring-read-v1,pending,False,000000000001000000010000000000000000000100000000000000000000000001000000000001000,000000000000000000000000000000001000000010000000000000000000000000000000000000000,7,0.217,disagreement,178.0,286.0,55.5,55.0,27.6942,38.684
E6C4-19,1,682,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000010000000000000000000000000000000000000010000000000000000100000000,100000001100000001100000000100000000000000000100000001100000001100000000000000000,14,0.1313,disagreement,202.0,320.0,40.5,40.0,28.6785,34.2669
E6C4-19,2,687,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000100000100000000000000000000100001000010000000000000010010000000000000010000000,000100000000000000000000001000110001000110000000010000010010001000000111001100100,13,0.0737,disagreement,234.0,280.0,40.5,41.0,26.6992,27.6283
E6C4-19,3,694,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000010000000000000000000001010000000010000000010000100000000000000000,000001000000000010000000001000000000001010000000010000000010000000000000000000000,2,0.0792,near support,235.0,280.0,42.0,41.5,31.9552,29.9006
E6C4-19,4,700,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000000000001000000000100000000000000001000010001000100,000000001000000001000000001000000001000000000000000001000000001010000101010001001,18,0.1708,disagreement,278.0,286.0,42.5,42.5,34.0821,35.9444
E6C4-19,5,706,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000000001000000000000100000000000010000000000100000000000,101001000000000000110010001100111001000110000100010001000010001001000100000000000,16,0.07,disagreement,234.0,279.0,43.5,43.5,28.9675,33.1623
E6C4-19,6,712,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000001000000010000000100001000000010001000000000000000,000000010000000001000010000000101001000000000000000000000000000000000000000000000,10,0.1963,disagreement,243.0,368.0,44.5,44.5,28.9875,48.3135
E6C4-19,7,718,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000101000001000000010000000100000000000000100100000000000000000000000001000000001,111100000111000000110000010100001001000001000100000000100000000101000001100000000,17,0.179,disagreement,170.0,324.0,27.0,45.0,25.944,28.7856
E6C4-19,8,724,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,100000000000000001000000000000000000000001000100000000000000000010000000000001011,100000000000000001000000000000010000000011000100010000000000000010000000000000000,6,0.0993,disagreement,234.0,287.0,46.0,46.0,36.9906,33.6644
E6C4-19,9,730,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000101000010000010010000001000000000001010000100000000000000000000000010000100001,001000000101000100100000000100000000000111100100011000100000000001000100000000000,24,0.1547,disagreement,176.0,288.0,23.0,46.0,27.759,37.364
E6C4-19,10,736,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000000000101000010000000000100010000000000000000000001100000000000000000000100010,001000110000000001100010000000010000000010000100010001000000001000000000000000000,17,0.1405,disagreement,234.0,326.0,47.5,47.5,27.0167,33.1288
E6C4-19,11,742,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,100101000000000001100000011000100000001100000000010000000000011000000010000000011,011000000010000110000000000000011000000000000000000000010000010000000000010000100,25,0.1716,disagreement,132.0,327.0,19.5,48.5,28.0523,33.3652
E6C4-19,12,749,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,010001000110000000000000000000000000000000000000011000000000000010000000000000010,000001000010000000000000000000000000000000000000011000000000000010000000000000000,3,0.1258,disagreement,234.0,287.0,49.5,49.5,28.0425,33.626
E6C4-19,13,754,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,010000000000000100010000000100011001001001000000100000000000001000000000001000011,000000100010000000100010001000001000000100000000000001000000000000000000000000000,20,0.1775,disagreement,243.0,328.0,50.0,50.0,26.6931,53.0471
E6C4-19,14,760,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000000101100000110000000000000000000000100000000100001000000011000000000000000010,000100110000000000000000000000110000001100000000000001100000010000000000000000000,13,0.1989,disagreement,292.0,340.0,38.5,50.0,30.0265,33.2904
E6C4-19,15,766,E6C4-19.mp4,09d48a000df8d95abf01225cd6c61dbb35df02dcd9879c21f9da468c2f632142,independent-grid-line-plus-ring-read-v1,pending,False,000001000011000010000000010100000000001100000000000000000010000000000001000000001,011000100011000001000000011100101000001100100000000000110010001001000101000000000,16,0.1213,disagreement,238.0,287.0,38.5,52.0,27.7465,39.7579
